"ReleaseId","Path","Class","Buggy","CodeSmells","NSmells","Touches","TotalTouches","IssueTouches","TotalIssueTouches","Authors","TotalAuthors","AddedLines","DeletedLines","Churn","TotalChurn","prevBuggy","AgeInReleases"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.LockableArrayList","yes","8","8","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NamedSchema","yes","9","11","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler","yes","5","8","0","14","0","14","0","2","0","0","0","114","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BytesSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/","org.apache.avro.ipc.SocketServer.Connection","yes","2","3","1","7","1","7","1","1","32","12","44","53","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.IntSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ByteReader","yes","0","2","0","2","0","2","0","1","0","0","0","406","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/","org.apache.avro.ipc.SocketServer","yes","7","8","1","7","1","7","1","1","32","12","44","53","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler.SpecificCompilerTool","yes","2","3","0","14","0","14","0","2","0","0","0","114","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/","org.apache.avro.ipc.SocketTransceiver","yes","2","3","0","6","0","6","0","1","0","0","0","24","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Names","yes","0","1","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Array","yes","5","7","1","18","1","18","1","3","28","12","40","240","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Props","yes","0","1","1","5","1","5","1","1","16","3","19","333","yes","2"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.FloatSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.BufferedFileOutputStream","yes","1","1","0","16","0","16","0","3","0","0","0","501","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.EnumSchema","yes","7","8","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.StringSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2","yes","2","3","0","22","0","22","0","2","0","0","0","425","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream","yes","0","1","0","16","0","16","0","3","0","0","0","501","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Type","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader","yes","0","0","0","2","0","2","0","1","0","0","0","406","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java/","org.apache.avro.io.ResolvingDecoder","yes","0","3","0","24","0","24","0","2","0","0","0","408","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.MapSchema","yes","4","5","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.DoubleSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.LongSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field.Order","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.BufferedFileOutputStream.PositionFilter","yes","1","2","0","16","0","16","0","3","0","0","0","501","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler.OutputFile","yes","1","2","0","14","0","14","0","2","0","0","0","114","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Record","yes","0","1","1","18","1","18","1","3","28","12","40","240","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.ArraySchema","yes","4","5","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator","yes","9","13","0","22","0","22","0","2","0","0","0","425","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Name","yes","4","6","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData","yes","8","12","1","18","1","18","1","3","28","12","40","240","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter","yes","3","5","0","16","0","16","0","3","0","0","0","501","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field","yes","3","5","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder","yes","3","5","0","2","0","2","0","1","0","0","0","406","no","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema","yes","83","86","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NullSchema","yes","0","0","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Fixed","yes","3","5","1","18","1","18","1","3","28","12","40","240","yes","6"
"release-1.4.1","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.EnumSymbol","yes","0","1","1","6","1","6","1","1","28","12","40","116","yes","2"
"release-1.4.1","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.UnionSchema","yes","5","6","1","19","1","19","1","3","16","3","19","917","yes","6"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.BufferedFileOutputStream.PositionFilter","yes","0","1","3","3","3","3","2","2","20","15","35","35","no","1"
"release-1.5.0","/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java/","org.apache.avro.mapred.AvroSerialization.AvroWrapperSerializer","yes","0","1","4","4","4","4","2","2","17","8","25","25","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader","yes","0","0","3","3","3","3","2","2","5","4","9","9","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java/","org.apache.avro.generic.GenericDatumReader","yes","1","3","5","5","4","4","2","2","32","15","47","47","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/Requestor.java/","org.apache.avro.ipc.Requestor","yes","0","3","7","7","7","7","2","2","28","14","42","42","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.StringSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java/","org.apache.avro.compiler.specific.SpecificCompiler","yes","5","7","1","1","1","1","1","1","3","42","45","45","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.BufferAccessor","yes","2","4","3","3","3","3","2","2","61","72","133","133","no","1"
"release-1.5.0","/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java/","org.apache.avro.mapred.tether.TetheredProcess","yes","1","3","2","2","2","2","1","1","2","2","4","4","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Kind","yes","0","0","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Names","yes","0","1","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol.Message","yes","3","5","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ResolvingAction","yes","0","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NamedSchema","yes","9","11","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/DataFileReadTool.java/","org.apache.avro.tool.DataFileReadTool","yes","0","1","2","2","2","2","1","1","3","5","8","8","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.FieldOrderAction","yes","2","2","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.FixedSchema","yes","4","5","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java/","org.apache.avro.tool.RpcReceiveTool","yes","1","3","3","3","3","3","1","1","5","3","8","8","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java/","org.apache.avro.tool.RpcReceiveTool.SinkResponder","yes","0","1","3","3","3","3","1","1","5","3","8","8","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/Util.java/","org.apache.avro.tool.Util","yes","4","5","2","2","2","2","2","2","6","5","11","11","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/","org.apache.avro.ipc.NettyTransceiver","yes","2","3","3","3","3","3","2","2","8","2","10","10","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java/","org.apache.avro.reflect.ReflectData","yes","4","7","3","3","3","3","2","2","2","1","3","3","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol.TwoWayMessage","yes","0","2","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BooleanSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BytesSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.FloatSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.LockableArrayList","yes","8","8","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java/","org.apache.avro.mojo.ProtocolMojo","yes","2","3","2","2","2","2","1","1","67","1","68","68","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketTransceiver.java/","org.apache.avro.ipc.SocketTransceiver","yes","2","3","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.MapSchema","yes","4","5","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Repeater","yes","1","2","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java/","org.apache.avro.reflect.ReflectDatumWriter","yes","5","6","3","3","3","3","2","2","5","3","8","8","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java/","org.apache.avro.reflect.ReflectData.AllowNull","yes","1","1","3","3","3","3","2","2","2","1","3","3","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream.DataBlock","yes","1","3","4","4","4","4","2","2","44","21","65","65","no","1"
"release-1.5.0","/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java/","org.apache.avro.mapred.AvroSerialization.AvroWrapperDeserializer","yes","1","2","4","4","4","4","2","2","17","8","25","25","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java/","org.apache.avro.tool.SpecificCompilerTool","yes","2","3","2","2","2","2","1","1","64","0","64","64","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.WriterUnionAction","yes","0","0","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream","yes","3","6","4","4","4","4","2","2","44","21","65","65","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java/","org.apache.avro.specific.SpecificData","yes","1","4","3","3","3","3","2","2","8","0","8","8","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/","org.apache.avro.ipc.NettyTransceiver.NettyClientAvroHandler","yes","2","3","3","3","3","3","2","2","8","2","10","10","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java/","org.apache.avro.tool.FromTextTool","yes","0","2","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java/","org.apache.avro.ipc.SaslSocketTransceiver.Status","yes","0","0","2","2","2","2","1","1","1","0","1","1","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator","yes","10","14","3","3","3","3","2","2","14","9","23","23","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java/","org.apache.avro.io.parsing.JsonGrammarGenerator","yes","0","3","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/SchemaMojo.java/","org.apache.avro.mojo.SchemaMojo","yes","2","3","2","2","2","2","1","1","67","1","68","68","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NullSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.InputStreamByteSource","yes","4","6","3","3","3","3","2","2","61","72","133","133","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.EnumSymbol","yes","0","1","5","5","5","5","2","2","111","10","121","121","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.IntCheckAction","yes","0","0","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/Main.java/","org.apache.avro.tool.Main","yes","6","8","3","3","3","3","1","1","1","5","6","6","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.ArraySchema","yes","4","5","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.ByteSource","yes","0","2","3","3","3","3","2","2","61","72","133","133","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData","yes","10","14","5","5","5","5","2","2","111","10","121","121","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field","yes","3","5","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpTransceiver.java/","org.apache.avro.ipc.HttpTransceiver","yes","0","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java/","org.apache.avro.file.DataFileReader.SeekableInputStream","yes","0","1","4","4","4","4","2","2","44","6","50","50","no","1"
"release-1.5.0","/lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/AbstractAvroMojo.java/","org.apache.avro.mojo.AbstractAvroMojo","yes","1","2","1","1","1","1","1","1","143","0","143","143","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Fixed","yes","4","6","5","5","5","5","2","2","111","10","121","121","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Name","yes","4","6","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.SkipAction","yes","0","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java/","org.apache.avro.tool.JsonToBinaryFragmentTool","yes","2","4","3","3","3","3","2","2","8","5","13","13","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field.Order","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder","yes","3","5","3","3","3","3","2","2","5","4","9","9","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java/","org.apache.avro.ipc.SaslSocketTransceiver.SaslParticipant","yes","0","1","2","2","2","2","1","1","1","0","1","1","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java/","org.apache.avro.ipc.specific.SpecificRequestor","yes","0","1","1","1","1","1","1","1","4","1","5","5","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/DataFileWriteTool.java/","org.apache.avro.tool.DataFileWriteTool","yes","2","4","2","2","2","2","2","2","2","2","4","4","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/AvroRemoteException.java/","org.apache.avro.AvroRemoteException","yes","0","0","1","1","1","1","1","1","1","1","2","2","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java/","org.apache.avro.tool.BinaryFragmentToJsonTool","yes","2","4","3","3","3","3","2","2","3","3","6","6","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream","yes","0","1","3","3","3","3","2","2","20","15","35","35","no","1"
"release-1.5.0","/lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java/","org.apache.avro.compiler.specific.SpecificCompiler.OutputFile","yes","1","2","1","1","1","1","1","1","3","42","45","45","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Type","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.UnionAdjustAction","yes","0","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.SeenPair","yes","2","4","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema","yes","83","86","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.DefaultStartAction","yes","1","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java/","org.apache.avro.ipc.SaslSocketTransceiver.AnonymousClient","yes","9","10","2","2","2","2","1","1","1","0","1","1","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectRequestor.java/","org.apache.avro.ipc.reflect.ReflectRequestor","yes","0","1","1","1","1","1","1","1","5","2","7","7","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream.Header","yes","0","0","4","4","4","4","2","2","44","21","65","65","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java/","org.apache.avro.reflect.ReflectDatumReader","yes","0","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/RecodecTool.java/","org.apache.avro.tool.RecodecTool","yes","4","6","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java/","org.apache.avro.specific.SpecificRecordBase","yes","0","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Fixup","yes","1","1","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader12.java/","org.apache.avro.file.DataFileReader12","yes","3","5","2","2","2","2","2","2","7","1","8","8","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol","yes","8","11","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferOutputStream.java/","org.apache.avro.util.ByteBufferOutputStream","yes","2","3","1","1","1","1","1","1","3","1","4","4","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/TetherTool.java/","org.apache.avro.tool.TetherTool","yes","0","1","2","2","2","2","1","1","95","0","95","95","no","1"
"release-1.5.0","/lang/java/tools/src/main/java/org/apache/avro/tool/RpcSendTool.java/","org.apache.avro.tool.RpcSendTool","yes","1","3","3","3","3","3","1","1","3","3","6","6","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.LongSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.EnumSchema","yes","7","8","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2","yes","2","3","3","3","3","3","2","2","14","9","23","23","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/","org.apache.avro.ipc.NettyTransceiver.CallFuture","yes","0","1","3","3","3","3","2","2","8","2","10","10","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java/","org.apache.avro.util.WeakIdentityHashMap.IdentityWeakReference","yes","2","2","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramTransceiver.java/","org.apache.avro.ipc.DatagramTransceiver","yes","2","3","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ErrorAction","yes","0","0","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java/","org.apache.avro.ipc.SaslSocketTransceiver","yes","18","21","2","2","2","2","1","1","1","0","1","1","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.IntSchema","yes","0","0","4","4","4","4","2","2","11","3","14","14","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java/","org.apache.avro.util.WeakIdentityHashMap","yes","18","19","1","1","1","1","1","1","0","0","0","0","no","1"
"release-1.5.0","/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java/","org.apache.avro.mapred.tether.TetherJob","yes","0","1","2","2","2","2","1","1","4","69","73","73","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java/","org.apache.avro.file.DataFileReader","yes","1","3","4","4","4","4","2","2","44","6","50","50","no","1"
"release-1.5.0","/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ImplicitAction","yes","0","0","1","1","1","1","1","1","0","0","0","0","no","1"
