Project,Path,Class,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,NSmells,SmellDensity,Touches,TotalTouches,IssueTouches,TotalIssueTouches,Authors,TotalAuthors,AddedLines,DeletedLines,Churn,TotalChurn,prevCodeSmells,AgeInReleases,prevBuggy,Buggy
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Field",release-1.3.1,49,29,13,2,5,15,13,36,20.0,49.0,211.77447664948076,6.0,1270.6468598968845,1,0,1,1,0,2,4,0.0816,0,7,0,7,0,3,0,0,0,292,2,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.DefaultStartAction",release-1.3.1,6,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,1,1,0.1667,0,10,0,10,0,2,0,0,0,266,1,2,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.EnumSchema",release-1.3.1,39,35,11,4,7,36,10,62,43.0,72.0,390.69106233855103,6.027777777777779,2354.9989035407107,1,0,0,1,0,7,8,0.2051,0,7,0,7,0,3,0,0,0,292,7,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/AvroRuntimeException.java/,"org.apache.avro.AvroRuntimeException",release-1.3.1,7,6,3,0,0,2,0,4,2.0,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java/,"org.apache.avro.file.LengthLimitedInputStream",release-1.3.1,61,34,12,5,7,17,14,47,24.0,61.0,279.6827125439906,9.676470588235293,2706.3415419697913,2,0,0,1,0,1,2,0.0328,0,1,0,1,0,1,0,0,0,85,1,2,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileConstants.java/,"org.apache.avro.file.DataFileConstants",release-1.3.1,15,0,0,0,2,12,2,13,14.0,15.0,57.110323830864054,1.0833333333333333,61.869517483436056,0,0,0,0,0,0,0,0.0000,0,3,0,3,0,2,0,0,0,9,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java/,"org.apache.avro.generic.GenericDatumReader",release-1.3.1,321,176,79,19,9,103,37,362,112.0,399.0,2716.134613900984,15.815533980582526,42957.119281987405,3,0,1,1,0,0,2,0.0062,0,5,0,5,0,3,0,0,0,275,0,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/file/DataFileReader.java/,"org.apache.avro.file.DataFileReader.SeekableInputStream",release-1.3.1,67,35,13,3,7,19,11,61,26.0,72.0,338.43165970615865,11.23684210526316,3802.9031235402567,1,0,0,1,0,0,1,0.0149,0,3,0,3,0,1,0,0,0,126,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.StringSchema",release-1.3.1,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/generic/GenericResponder.java/,"org.apache.avro.generic.GenericResponder",release-1.3.1,26,10,5,1,1,10,1,17,11.0,18.0,62.26976913547136,0.85,52.92930376515065,1,0,0,1,0,1,2,0.0769,0,2,0,2,0,1,0,0,0,6,1,2,no,no
avro,/lang/java/src/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol.Message",release-1.3.1,76,48,13,3,6,34,14,78,40.0,92.0,489.61738472963737,6.88235294117647,3369.719647845151,1,0,1,1,0,3,5,0.0658,0,3,0,3,0,2,0,0,0,10,3,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/ParsingEncoder.java/,"org.apache.avro.io.ParsingEncoder",release-1.3.1,43,19,8,3,7,10,15,34,17.0,49.0,200.28567922126666,11.9,2383.399582733073,1,0,0,1,0,0,1,0.0233,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder.BlockedValue",release-1.3.1,95,26,5,1,7,17,34,53,24.0,87.0,398.8917375627407,10.911764705882353,4352.6127834051995,1,0,1,1,0,0,2,0.0211,0,2,0,2,0,2,0,0,0,18,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter",release-1.3.1,57,28,9,2,4,29,6,46,33.0,52.0,262.3084942066396,3.1724137931034484,832.1510850693394,1,0,0,1,0,2,3,0.0526,0,1,0,1,0,1,0,0,0,0,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.IntCheckAction",release-1.3.1,7,3,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,0,0.0000,0,10,0,10,0,2,0,0,0,266,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/,"org.apache.avro.io.DirectBinaryDecoder",release-1.3.1,168,81,25,12,16,40,72,148,56.0,220.0,1277.618082852673,29.6,37817.49525243913,3,0,1,1,0,3,5,0.0298,0,1,0,1,0,1,0,0,0,203,3,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.BufferAccessor",release-1.3.1,66,38,14,6,2,9,18,35,11.0,53.0,183.34987578777677,3.888888888888889,713.0272947302429,1,0,1,1,0,2,4,0.0606,0,4,0,4,0,2,0,0,0,1012,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericRecord.java/,"org.apache.avro.generic.GenericRecord",release-1.3.1,6,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,1,0,0,0,9,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2",release-1.3.1,15,10,4,1,5,6,6,12,11.0,18.0,62.26976913547136,5.0,311.3488456773568,1,0,0,1,0,2,3,0.2000,0,10,0,10,0,2,0,0,0,202,2,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema",release-1.3.1,1012,269,90,37,7,169,79,478,176.0,557.0,4154.9034115809745,9.899408284023668,41131.0852519229,9,1,1,1,0,75,78,0.0771,0,7,0,7,0,3,0,0,0,292,75,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.ResolvingAction",release-1.3.1,16,5,2,0,1,5,2,10,6.0,12.0,31.019550008653873,1.0,31.019550008653873,0,0,0,1,0,0,1,0.0625,0,10,0,10,0,2,0,0,0,266,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java/,"org.apache.avro.specific.SpecificRequestor",release-1.3.1,72,29,12,1,1,30,1,58,31.0,59.0,292.2975823128257,0.9666666666666667,282.5543295690648,1,0,0,1,0,0,1,0.0139,0,3,0,3,0,2,0,0,0,12,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.SegmenterException",release-1.3.1,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java/,"org.apache.avro.ipc.stats.FloatHistogram",release-1.3.1,30,17,6,2,6,13,11,25,19.0,36.0,152.92539048396907,5.769230769230769,882.2618681767447,1,0,0,1,0,0,1,0.0333,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/,"org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream",release-1.3.1,8,4,2,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,1,0,0,1,0.1250,0,6,0,6,0,2,0,0,0,218,0,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.FieldAdjustAction",release-1.3.1,8,3,1,0,1,2,2,2,3.0,4.0,6.339850002884625,0.5,3.1699250014423126,0,0,0,0,0,0,0,0.0000,0,10,0,10,0,2,0,0,0,266,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java/,"org.apache.avro.specific.SpecificDatumReader",release-1.3.1,61,31,12,1,2,26,3,62,28.0,65.0,312.4780699337442,2.3846153846153846,745.1400129189285,1,0,0,1,0,0,1,0.0164,0,2,0,2,0,1,0,0,0,2,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Type",release-1.3.1,6,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/DecoderFactory.java/,"org.apache.avro.io.DecoderFactory.DefaultDecoderFactory",release-1.3.1,10,4,2,0,0,1,0,2,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,232,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java/,"org.apache.avro.ipc.RPCPlugin",release-1.3.1,49,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder.BlockedValue.State",release-1.3.1,27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,2,0,0,0,18,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java/,"org.apache.avro.specific.SpecificExceptionBase",release-1.3.1,19,10,8,3,3,10,4,18,13.0,22.0,81.40967379910403,2.7,219.8061192575809,1,0,0,1,0,2,3,0.1579,0,2,0,2,0,1,0,0,0,2,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.NullSchema",release-1.3.1,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java/,"org.apache.avro.reflect.ReflectDatumReader",release-1.3.1,111,71,20,7,3,45,5,109,48.0,114.0,636.6857250822119,3.633333333333333,2313.291467798703,2,0,0,1,0,0,1,0.0090,0,2,0,2,0,2,0,0,0,4,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/,"org.apache.avro.io.parsing.ValidatingGrammarGenerator",release-1.3.1,107,40,18,2,4,46,7,114,50.0,121.0,682.9065989627417,4.956521739130435,3384.841403554459,2,1,1,1,1,2,6,0.0561,0,5,0,5,0,2,0,0,0,20,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/Encoder.java/,"org.apache.avro.io.Encoder",release-1.3.1,226,6,22,0,0,6,0,10,6.0,10.0,25.84962500721156,0.0,0.0,0,0,1,1,0,0,2,0.0088,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData.Fixed",release-1.3.1,26,19,10,1,3,13,3,27,16.0,30.0,120.0,3.115384615384616,373.8461538461539,1,0,1,1,0,6,8,0.3077,0,6,0,6,0,3,0,0,0,62,6,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder.EncoderBuffer",release-1.3.1,9,4,2,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,1,1,0.1111,0,2,0,2,0,2,0,0,0,18,1,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/,"org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader",release-1.3.1,17,8,3,1,2,6,2,9,8.0,11.0,33.0,1.5,49.5,1,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,203,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java/,"org.apache.avro.io.ValidatingDecoder",release-1.3.1,197,116,36,10,9,50,24,201,59.0,225.0,1323.5946861064144,18.089999999999996,23943.82787166503,2,0,1,1,0,2,4,0.0203,0,6,0,6,0,2,0,0,0,12,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/specific/FixedSize.java/,"org.apache.avro.specific.FixedSize",release-1.3.1,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/Requestor.java/,"org.apache.avro.ipc.Requestor",release-1.3.1,184,103,24,9,5,93,27,204,98.0,231.0,1527.9979739906134,5.483870967741935,8379.343728335622,2,1,1,1,0,0,3,0.0163,0,3,0,3,0,1,0,0,0,13,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java/,"org.apache.avro.tool.RpcReceiveTool.SinkResponder",release-1.3.1,43,30,3,1,1,30,1,51,31.0,52.0,257.61820814011753,0.85,218.9754769190999,1,0,0,1,0,1,2,0.0465,0,2,0,2,0,1,0,0,0,56,1,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Parser.java/,"org.apache.avro.io.parsing.Parser",release-1.3.1,163,73,24,13,11,28,38,101,39.0,139.0,734.6709084218526,19.839285714285715,14575.346058154968,4,0,1,1,0,0,2,0.0123,0,6,0,6,0,2,0,0,0,216,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java/,"org.apache.avro.reflect.InduceSchemaTool",release-1.3.1,45,32,8,5,7,35,11,74,42.0,85.0,458.34698093619465,7.4,3391.767658927841,3,0,0,1,0,4,5,0.1111,0,2,0,2,0,2,0,0,0,3,4,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.ErrorAction",release-1.3.1,6,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,0,0,0.0000,0,10,0,10,0,2,0,0,0,266,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/JsonEncoder.java/,"org.apache.avro.io.JsonEncoder",release-1.3.1,209,124,38,13,9,63,29,234,72.0,263.0,1622.690275379328,16.714285714285715,27122.108888483057,3,0,1,1,0,0,2,0.0096,0,6,0,6,0,2,0,0,0,28,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder.SimpleByteWriter",release-1.3.1,13,5,2,0,1,7,1,13,8.0,14.0,42.0,0.9285714285714286,39.0,0,0,0,1,0,0,1,0.0769,0,2,0,2,0,2,0,0,0,4,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder",release-1.3.1,944,240,68,31,18,82,226,466,100.0,692.0,4597.54848332411,51.14634146341463,235147.78462269896,9,1,1,1,1,11,15,0.0159,0,4,0,4,0,2,0,0,0,1012,11,2,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.UnionSchema",release-1.3.1,55,41,16,6,9,36,16,60,45.0,76.0,417.38083532105526,7.5,3130.3562649079145,3,0,0,1,0,5,6,0.1091,0,7,0,7,0,3,0,0,0,292,5,2,yes,yes
avro,/lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java/,"org.apache.avro.tool.BinaryFragmentToJsonTool",release-1.3.1,49,36,6,3,2,38,5,62,40.0,67.0,356.5691823574533,1.631578947368421,581.7707712147923,1,0,0,1,1,2,4,0.0816,0,2,0,2,0,1,0,0,0,5,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Fixup",release-1.3.1,9,3,1,0,1,2,2,2,3.0,4.0,6.339850002884625,0.5,3.1699250014423126,0,0,0,0,0,1,1,0.1111,0,10,0,10,0,2,0,0,0,266,1,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram",release-1.3.1,172,25,7,1,3,17,6,28,20.0,34.0,146.94555522617034,2.4705882352941178,363.0419599705385,1,0,0,1,0,4,5,0.0291,0,1,0,1,0,1,0,0,0,0,4,2,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificRecord.java/,"org.apache.avro.specific.SpecificRecord",release-1.3.1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,1,0,0,0,6,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java/,"org.apache.avro.io.parsing.SkipParser.SkipHandler",release-1.3.1,11,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,6,0,6,0,2,0,0,0,21,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/,"org.apache.avro.ipc.stats.Stopwatch.SystemTicks",release-1.3.1,6,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,1,0,0,1,0.1667,0,1,0,1,0,1,0,0,0,0,0,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/,"org.apache.avro.io.parsing.ValidatingGrammarGenerator.LitS",release-1.3.1,17,8,4,1,3,4,3,7,7.0,10.0,28.07354922057604,2.625,73.69306670401211,1,0,0,1,0,2,3,0.1765,0,5,0,5,0,2,0,0,0,20,2,2,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.InputStreamByteSource",release-1.3.1,124,86,21,13,9,25,33,101,34.0,134.0,681.7200207275456,18.18,12393.669976826779,3,0,1,1,0,4,6,0.0484,0,4,0,4,0,2,0,0,0,1012,4,2,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java/,"org.apache.avro.ipc.ByteBufferOutputStream",release-1.3.0,61,39,10,3,6,22,11,86,28.0,97.0,466.31342743958754,11.727272727272727,5468.584739973345,1,0,0,1,0,4,5,0.0820,0,1,0,1,0,1,0,0,0,0,4,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java/,"org.apache.avro.io.ResolvingDecoder",release-1.3.0,189,105,31,20,4,37,21,150,41.0,171.0,916.1413927896923,8.108108108108109,7428.17345505156,6,0,1,1,1,0,3,0.0159,0,11,0,11,0,2,0,0,0,185,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/file/DeflateCodec.java/,"org.apache.avro.file.DeflateCodec.Option",release-1.3.0,12,4,2,0,1,1,1,2,2.0,3.0,3.0,1.0,3.0,0,0,0,0,0,0,0,0.0000,0,5,0,5,0,2,0,0,0,223,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java/,"org.apache.avro.ipc.LocalTransceiver",release-1.3.0,28,10,5,0,1,4,1,5,5.0,6.0,13.931568569324174,0.625,8.707230355827608,0,0,0,1,0,0,1,0.0357,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericContainer.java/,"org.apache.avro.generic.GenericContainer",release-1.3.0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java/,"org.apache.avro.ipc.ResponderServlet",release-1.3.0,23,12,2,0,1,15,1,22,16.0,23.0,92.0,0.7333333333333333,67.46666666666667,0,0,0,1,0,0,1,0.0435,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.EnumLabelsAction",release-1.3.0,22,14,6,3,5,10,5,20,15.0,25.0,97.67226489021297,5.0,488.3613244510649,3,0,0,1,0,0,1,0.0455,0,10,0,10,0,2,0,0,0,266,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/Decoder.java/,"org.apache.avro.io.Decoder",release-1.3.0,246,2,22,0,0,3,0,4,3.0,4.0,6.339850002884625,0.0,0.0,0,0,1,1,0,0,2,0.0081,0,2,0,2,0,1,0,0,0,9,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java/,"org.apache.avro.generic.GenericDatumWriter",release-1.3.0,163,94,37,2,2,81,5,188,83.0,193.0,1230.3826102499565,2.3209876543209877,2855.702848481381,1,0,1,1,0,0,2,0.0123,0,3,0,3,0,2,0,0,0,9,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericFixed.java/,"org.apache.avro.generic.GenericFixed",release-1.3.0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.FixedSchema",release-1.3.0,26,25,9,4,6,26,9,43,32.0,52.0,260.0,4.961538461538462,1290.0,1,0,0,1,0,4,5,0.1923,0,7,0,7,0,3,0,0,0,292,4,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/specific/SpecificData.java/,"org.apache.avro.specific.SpecificData",release-1.3.0,174,118,53,23,10,89,41,230,99.0,271.0,1796.5556440415742,12.921348314606742,23213.921243233824,13,1,1,1,0,2,5,0.0287,0,3,0,3,0,1,0,0,0,46,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.Entry",release-1.3.0,8,3,1,0,1,2,2,2,3.0,4.0,6.339850002884625,0.5,3.1699250014423126,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.RecordSchema",release-1.3.0,93,80,21,11,7,59,16,134,66.0,150.0,906.659117903768,7.949152542372882,7207.171632150293,1,0,1,1,0,6,8,0.0860,0,7,0,7,0,3,0,0,0,292,6,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java/,"org.apache.avro.specific.SpecificDatumWriter",release-1.3.0,31,13,7,0,0,13,0,19,13.0,19.0,70.30835464468075,0.0,0.0,0,0,0,1,0,0,1,0.0323,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/DatagramServer.java/,"org.apache.avro.ipc.DatagramServer",release-1.3.0,48,28,6,1,2,32,4,40,34.0,44.0,223.84836501501496,1.25,279.8104562687687,1,0,0,1,0,2,3,0.0625,0,2,0,2,0,1,0,0,0,3,2,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.MapSchema",release-1.3.0,25,21,7,2,5,21,6,37,26.0,43.0,202.11890788006698,4.404761904761905,890.2856656621999,1,0,0,1,0,4,5,0.2000,0,7,0,7,0,3,0,0,0,292,4,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Terminal",release-1.3.0,8,5,2,0,1,2,1,3,3.0,4.0,6.339850002884625,0.75,4.754887502163469,0,0,0,0,0,1,1,0.1250,0,10,0,10,0,2,0,0,0,266,1,3,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectData.java/,"org.apache.avro.reflect.ReflectData",release-1.3.0,363,250,79,50,11,150,77,550,161.0,627.0,4596.484882577865,20.166666666666664,92695.77846532027,10,1,1,1,0,4,7,0.0193,0,5,0,5,0,2,0,0,0,67,3,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/io/BinaryData.java/,"org.apache.avro.io.BinaryData",release-1.3.0,159,114,45,14,13,72,55,255,85.0,310.0,1986.9111902026877,23.020833333333332,45740.35135779104,4,1,1,1,0,5,8,0.0503,0,3,0,3,0,2,0,0,0,61,5,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.DoubleSchema",release-1.3.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.LongSchema",release-1.3.0,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,7,0,7,0,3,0,0,0,292,0,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/ipc/Server.java/,"org.apache.avro.ipc.Server",release-1.3.0,8,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Kind",release-1.3.0,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,10,0,10,0,2,0,0,0,266,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/SchemaParseException.java/,"org.apache.avro.SchemaParseException",release-1.3.0,4,4,2,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol",release-1.3.0,517,48,17,5,5,50,12,84,55.0,96.0,555.0105324983674,4.2,2331.044236493143,3,0,1,1,0,22,24,0.0464,0,10,0,10,0,2,0,0,0,266,22,3,no,no
avro,/lang/java/src/java/org/apache/avro/file/SeekableFileInput.java/,"org.apache.avro.file.SeekableFileInput",release-1.3.0,11,10,5,0,0,6,0,9,6.0,9.0,23.264662506490403,0.0,0.0,0,0,0,1,0,0,1,0.0909,0,1,0,1,0,1,0,0,0,0,0,3,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.SeenPair",release-1.3.0,10,7,3,0,4,5,6,10,9.0,16.0,50.718800023077,4.0,202.875200092308,0,0,1,1,0,2,4,0.4000,0,7,0,7,0,3,0,0,0,292,2,3,yes,yes
avro,/lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java/,"org.apache.avro.tool.JsonToBinaryFragmentTool",release-1.3.0,46,31,6,3,2,30,5,47,32.0,52.0,260.0,1.5666666666666667,407.3333333333333,1,0,0,1,1,2,4,0.0870,0,1,0,1,0,1,0,0,0,0,2,3,no,no
