Project,Path,Class,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,NSmells,SmellDensity,Touches,TotalTouches,IssueTouches,TotalIssueTouches,Authors,TotalAuthors,AddedLines,DeletedLines,Churn,TotalChurn,prevCodeSmells,AgeInReleases,prevBuggy,Buggy
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java/,"org.apache.avro.ipc.stats.FloatHistogram",release-1.5.3,30,17,6,2,6,13,11,25,19.0,36.0,152.92539048396907,5.769230769230769,882.2618681767447,1,0,0,1,0,0,1,0.0333,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/,"org.apache.avro.ipc.NettyTransceiver",release-1.5.3,345,145,26,7,6,84,29,219,90.0,248.0,1609.9795678897594,7.821428571428571,12592.340191709189,2,0,1,1,0,6,8,0.0232,0,5,0,5,0,2,0,0,0,463,6,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java/,"org.apache.avro.ipc.NettyServer.NettyServerAvroHandler",release-1.5.3,43,23,6,2,1,26,1,43,27.0,44.0,209.21505009519265,0.8269230769230769,173.00475296333238,1,0,0,1,0,2,3,0.0698,0,3,0,3,0,2,0,0,0,29,2,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyServer.java/,"org.apache.avro.ipc.NettyServer",release-1.5.3,102,23,5,0,1,32,3,46,33.0,49.0,247.1753118485642,0.71875,177.65725539115553,0,0,0,1,0,2,3,0.0294,0,3,0,3,0,2,0,0,0,29,2,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java/,"org.apache.avro.ipc.trace.TracePlugin.TraceResponder",release-1.5.3,18,6,3,0,1,5,1,5,6.0,6.0,15.509775004326936,0.5,7.754887502163468,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,1,0,0,0,6,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/ResolvingDecoder.java/,"org.apache.avro.io.ResolvingDecoder",release-1.5.3,227,124,37,24,4,40,26,173,44.0,199.0,1086.4268921088221,8.65,9397.592616741313,6,0,1,1,1,0,3,0.0132,0,2,0,2,0,2,0,0,0,22,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java/,"org.apache.avro.reflect.ReflectData",release-1.5.3,431,310,100,66,12,181,89,701,193.0,790.0,5998.041059441784,23.23756906077348,139379.8933481334,11,1,1,1,0,4,7,0.0162,0,7,0,6,0,2,0,0,0,21,4,4,yes,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/io/EncoderFactory.java/,"org.apache.avro.io.EncoderFactory",release-1.5.3,294,44,18,7,7,20,26,67,27.0,93.0,442.20453770120264,11.725,5184.848204546601,1,0,1,1,0,2,4,0.0136,0,3,0,3,0,2,0,0,0,370,2,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol.TwoWayMessage",release-1.5.3,41,28,10,3,5,24,8,49,29.0,57.0,276.90491672227165,5.104166666666666,1413.3688457699282,1,0,1,1,0,0,2,0.0488,0,1,0,1,0,1,0,0,0,0,0,4,yes,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.BooleanSchema",release-1.5.3,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,8,1,7,1,2,77,21,98,145,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileReader.java/,"org.apache.avro.mapred.SequenceFileReader.WritableData",release-1.5.3,14,7,4,1,0,6,0,9,6.0,9.0,23.264662506490403,0.0,0.0,1,0,0,1,0,0,1,0.0714,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.BytesSchema",release-1.5.3,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,8,1,7,1,2,77,21,98,145,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java/,"org.apache.avro.mapred.HadoopCombiner.PairCollector",release-1.5.3,15,6,2,0,1,8,1,15,9.0,16.0,50.718800023077,0.9375,47.548875021634686,0,0,0,1,0,0,1,0.0667,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericResponder.java/,"org.apache.avro.ipc.generic.GenericResponder",release-1.5.3,35,14,7,1,1,14,1,24,15.0,25.0,97.67226489021297,0.8571428571428571,83.71908419161112,1,0,0,1,0,1,2,0.0571,0,2,0,2,0,2,0,0,0,25,1,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransportCodec.java/,"org.apache.avro.ipc.NettyTransportCodec.NettyDataPack",release-1.5.3,28,12,6,0,1,2,4,6,3.0,10.0,15.849625007211563,1.5,23.774437510817343,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.FloatSchema",release-1.5.3,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,8,1,7,1,2,77,21,98,145,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/LengthLimitedInputStream.java/,"org.apache.avro.file.LengthLimitedInputStream",release-1.5.3,61,34,12,5,7,17,14,47,24.0,61.0,279.6827125439906,9.676470588235293,2706.3415419697913,2,0,0,1,0,1,2,0.0328,0,1,0,1,0,1,0,0,0,0,1,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DataFileConstants.java/,"org.apache.avro.file.DataFileConstants",release-1.5.3,18,1,1,0,2,13,2,14,15.0,16.0,62.5102495297363,1.0769230769230769,67.31873026279294,0,0,0,0,0,0,0,0.0000,0,4,0,3,0,2,0,0,0,6,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.Segmenter",release-1.5.3,27,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/Union.java/,"org.apache.avro.reflect.Union",release-1.5.3,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Stopwatch.java/,"org.apache.avro.ipc.stats.Stopwatch.SystemTicks",release-1.5.3,6,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,1,0,0,1,0.1667,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java/,"org.apache.avro.ipc.trace.TraceCollection",release-1.5.3,252,81,22,9,10,46,32,123,56.0,155.0,900.1400129189287,13.369565217391305,12034.480607503068,2,0,1,1,0,6,8,0.0317,0,1,0,1,0,1,0,0,0,0,6,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.LockableArrayList",release-1.5.3,67,36,14,1,1,17,1,31,18.0,32.0,133.437600046154,0.9117647058823529,121.66369415972864,1,0,0,0,0,8,8,0.1194,1,8,1,7,1,2,77,21,98,145,8,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java/,"org.apache.avro.AvroRuntimeException",release-1.5.3,7,6,3,0,0,2,0,4,2.0,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java/,"org.apache.avro.mapred.AvroOutputFormat",release-1.5.3,82,31,9,3,2,57,2,109,59.0,111.0,652.9733784791645,1.912280701754386,1248.6683904250688,1,0,0,1,0,0,1,0.0122,0,6,0,5,0,2,0,0,0,68,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/ParsingDecoder.java/,"org.apache.avro.io.ParsingDecoder",release-1.5.3,48,45,17,13,2,19,14,44,21.0,58.0,254.75441052116813,2.3157894736842106,589.9575822595473,12,0,1,1,0,0,2,0.0417,0,2,0,2,0,2,0,0,0,4,0,4,no,no
avro,/lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java/,"org.apache.avro.mojo.ProtocolMojo",release-1.5.3,35,6,3,0,0,8,0,9,8.0,9.0,27.0,0.0,0.0,0,0,0,1,0,2,3,0.0857,0,4,0,3,0,2,0,0,0,72,2,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroUtf8InputFormat.java/,"org.apache.avro.mapred.AvroUtf8InputFormat.Utf8LineRecordReader",release-1.5.3,49,20,8,1,1,18,1,27,19.0,28.0,118.94197037642039,0.75,89.20647778231529,1,0,0,1,0,0,1,0.0204,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketTransceiver.java/,"org.apache.avro.ipc.SocketTransceiver",release-1.5.3,82,55,19,9,5,38,10,86,43.0,96.0,520.9214164514015,5.657894736842105,2947.318540448719,3,0,0,1,0,2,3,0.0366,0,1,0,1,0,1,0,0,0,0,2,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.MapSchema",release-1.5.3,25,21,7,2,5,21,6,38,26.0,44.0,206.81934759820808,4.523809523809524,935.611334372846,1,0,0,1,0,4,5,0.2000,1,8,1,7,1,2,77,21,98,145,4,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Repeater",release-1.5.3,25,12,3,0,2,15,3,28,17.0,31.0,126.71134807876054,1.8666666666666667,236.52784974701967,0,0,0,1,0,1,2,0.0800,0,3,0,2,0,2,0,0,0,2,1,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java/,"org.apache.avro.mapred.tether.TetherKeySerialization",release-1.5.3,57,6,3,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,1,0,1,2,0.0351,0,3,0,3,0,2,0,0,0,9,1,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java/,"org.apache.avro.reflect.ReflectDatumWriter",release-1.5.3,79,44,17,5,6,34,9,76,40.0,85.0,452.36388806542584,6.705882352941177,3033.4990140857967,1,0,0,1,0,6,7,0.0886,0,5,0,4,0,2,0,0,0,12,6,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java/,"org.apache.avro.reflect.ReflectData.AllowNull",release-1.5.3,12,5,2,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,1,1,0.0833,0,7,0,6,0,2,0,0,0,21,1,4,yes,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream.DataBlock",release-1.5.3,55,31,9,0,2,22,12,51,24.0,63.0,288.8526375454329,2.3181818181818183,669.6129324916855,0,0,1,1,0,1,3,0.0545,0,5,0,5,0,2,0,0,0,67,1,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java/,"org.apache.avro.mapred.AvroSerialization.AvroWrapperDeserializer",release-1.5.3,32,15,7,1,2,12,6,27,14.0,33.0,125.64271242790092,2.25,282.69610296277705,1,0,0,1,0,1,2,0.0625,0,4,0,4,0,2,0,0,0,25,1,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroCollector.java/,"org.apache.avro.mapred.AvroCollector",release-1.5.3,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/,"org.apache.avro.io.parsing.ValidatingGrammarGenerator.LitS",release-1.5.3,17,8,4,1,3,4,3,7,7.0,10.0,28.07354922057604,2.625,73.69306670401211,1,0,0,1,0,2,3,0.1765,0,2,0,2,0,2,0,0,0,2,2,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecord.java/,"org.apache.avro.specific.SpecificRecord",release-1.5.3,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java/,"org.apache.avro.ipc.stats.StatsPlugin",release-1.5.3,183,81,18,7,4,67,18,181,71.0,199.0,1223.7996767814318,5.402985074626866,6612.171387983259,1,0,1,1,1,0,3,0.0164,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java/,"org.apache.avro.mapred.tether.TetherData",release-1.5.3,19,11,6,0,1,3,3,6,4.0,9.0,18.0,1.0,18.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java/,"org.apache.avro.tool.SpecificCompilerTool",release-1.5.3,97,47,10,6,5,40,7,89,45.0,96.0,527.2178972476488,5.5625,2932.6495534400465,2,0,1,1,0,8,10,0.1031,1,3,1,3,1,2,74,6,80,144,2,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.WriterUnionAction",release-1.5.3,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,3,0,2,0,2,0,0,0,2,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream",release-1.5.3,318,153,42,20,10,81,50,218,91.0,268.0,1744.0889635732506,13.45679012345679,23469.839139442505,3,0,1,1,1,3,6,0.0189,0,5,0,5,0,2,0,0,0,67,3,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java/,"org.apache.avro.file.DeflateCodec",release-1.5.3,107,54,17,5,4,39,13,80,43.0,93.0,504.6426221872951,4.102564102564102,2070.3287064094156,1,0,0,1,0,1,2,0.0187,0,1,0,1,0,1,0,0,0,0,1,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java/,"org.apache.avro.specific.SpecificData",release-1.5.3,166,116,52,23,8,89,43,239,97.0,282.0,1861.17542149677,10.741573033707866,19991.951718549575,12,1,1,1,0,1,4,0.0241,0,6,0,5,0,2,0,0,0,18,1,4,yes,yes
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/NettyTransceiver.java/,"org.apache.avro.ipc.NettyTransceiver.NettyClientAvroHandler",release-1.5.3,52,31,8,4,3,39,5,62,42.0,67.0,361.28526732617695,2.3846153846153846,861.5264067008835,2,0,0,1,0,3,4,0.0769,0,5,0,5,0,2,0,0,0,463,3,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/reflect/Nullable.java/,"org.apache.avro.reflect.Nullable",release-1.5.3,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java/,"org.apache.avro.tool.FromTextTool",release-1.5.3,90,59,12,7,9,77,18,152,86.0,170.0,1092.4650082993567,8.883116883116884,9704.494359438442,5,1,0,1,0,6,8,0.0889,0,3,0,2,0,2,0,0,0,118,6,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BufferedBinaryEncoder.java/,"org.apache.avro.io.BufferedBinaryEncoder.ByteSink",release-1.5.3,7,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,2,0,0,0,207,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroRecordReader.java/,"org.apache.avro.mapred.AvroRecordReader",release-1.5.3,54,26,11,2,7,31,10,57,38.0,67.0,351.6111434007202,6.435483870967742,2262.7878422078606,1,0,0,1,0,0,1,0.0185,0,2,0,2,0,2,0,0,0,5,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketTransceiver.java/,"org.apache.avro.ipc.SaslSocketTransceiver.Status",release-1.5.3,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,4,0,3,0,2,0,0,0,39,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/,"org.apache.avro.io.parsing.ResolvingGrammarGenerator",release-1.5.3,438,235,92,37,13,148,90,589,161.0,679.0,4977.692560239825,25.868243243243242,128764.16193836601,3,1,1,1,1,10,14,0.0320,0,3,0,3,0,2,0,0,0,23,10,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileRecordReader.java/,"org.apache.avro.mapred.SequenceFileRecordReader",release-1.5.3,9,2,1,0,0,4,0,5,4.0,5.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram",release-1.5.3,230,34,10,2,4,21,8,34,25.0,42.0,195.04195997053841,3.238095238095238,631.5644418093625,1,0,1,1,0,7,9,0.0391,0,1,0,1,0,1,0,0,0,0,7,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCContext.java/,"org.apache.avro.ipc.RPCContext",release-1.5.3,180,58,27,4,3,10,22,38,13.0,60.0,222.02638308846554,5.699999999999999,1265.5503836042535,1,0,1,1,0,1,3,0.0167,0,2,0,2,0,2,0,0,0,42,1,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder",release-1.5.3,518,254,58,30,14,73,145,472,87.0,617.0,3975.2961369386658,45.26027397260274,179922.99228007332,4,1,1,1,0,1,4,0.0077,0,3,0,3,0,2,0,0,0,227,1,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java/,"org.apache.avro.io.parsing.JsonGrammarGenerator",release-1.5.3,69,27,18,2,6,41,13,95,47.0,108.0,599.8955959811849,6.951219512195122,4170.005972064334,2,0,1,1,1,0,3,0.0435,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputService.java/,"org.apache.avro.mapred.tether.TetherOutputService",release-1.5.3,75,45,14,2,6,36,13,66,42.0,79.0,425.99307639952207,5.5,2342.9619201973715,1,0,1,1,0,2,4,0.0533,0,1,0,1,0,1,0,0,0,0,2,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java/,"org.apache.avro.ipc.trace.TraceCollection.TraceComparotor",release-1.5.3,12,4,1,0,1,9,4,21,10.0,25.0,83.04820237218406,1.1666666666666667,96.88956943421475,0,0,0,1,0,0,1,0.0833,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/SchemaMojo.java/,"org.apache.avro.mojo.SchemaMojo",release-1.5.3,35,6,3,0,0,8,0,9,8.0,9.0,27.0,0.0,0.0,0,0,0,1,0,2,3,0.0857,0,4,0,3,0,2,0,0,0,72,2,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.NullSchema",release-1.5.3,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,8,1,7,1,2,77,21,98,145,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroUtf8InputFormat.java/,"org.apache.avro.mapred.AvroUtf8InputFormat",release-1.5.3,74,7,3,0,2,10,2,13,12.0,15.0,53.77443751081735,1.3,69.90676876406256,0,0,0,1,0,0,1,0.0135,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/Callback.java/,"org.apache.avro.ipc.Callback",release-1.5.3,13,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,39,0,2,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.InputStreamByteSource",release-1.5.3,124,86,21,13,9,25,33,101,34.0,134.0,681.7200207275456,18.18,12393.669976826779,3,0,1,1,0,4,6,0.0484,0,3,0,3,0,2,0,0,0,133,4,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData.EnumSymbol",release-1.5.3,24,13,6,1,3,7,4,13,10.0,17.0,56.472777613085164,2.7857142857142856,157.31702335073723,1,0,0,1,0,0,1,0.0417,0,7,0,6,0,2,0,0,0,159,0,4,yes,yes
avro,/lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.IntCheckAction",release-1.5.3,7,3,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,0,0.0000,0,3,0,2,0,2,0,0,0,2,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/UnresolvedUnionException.java/,"org.apache.avro.UnresolvedUnionException",release-1.5.3,18,8,3,0,2,4,5,8,6.0,13.0,33.60451250937503,2.0,67.20902501875005,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,39,0,4,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/Main.java/,"org.apache.avro.tool.Main",release-1.5.3,72,33,8,4,4,46,13,91,50.0,104.0,586.9610437365714,3.9565217391304346,2322.3241295664343,2,0,1,1,0,6,8,0.1111,0,3,0,3,0,1,0,0,0,6,6,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java/,"org.apache.avro.mapred.tether.TetherOutputFormat",release-1.5.3,41,17,3,1,1,26,1,43,27.0,44.0,209.21505009519265,0.8269230769230769,173.00475296333238,1,0,0,1,0,0,1,0.0244,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKey.java/,"org.apache.avro.mapred.AvroKey",release-1.5.3,7,4,2,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,2,0,2,0,2,0,0,0,3,0,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceNode.java/,"org.apache.avro.ipc.trace.TraceNode",release-1.5.3,114,42,16,1,5,19,10,47,24.0,57.0,261.34286254110594,6.184210526315789,1616.1992815042079,1,0,1,1,0,0,2,0.0175,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.ArraySchema",release-1.5.3,25,21,7,2,5,21,6,38,26.0,44.0,206.81934759820808,4.523809523809524,935.611334372846,1,0,0,1,0,4,5,0.2000,1,8,1,7,1,2,77,21,98,145,4,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java/,"org.apache.avro.ipc.trace.SpanAggregator.SpanAggregationResults",release-1.5.3,13,3,1,0,1,2,2,2,3.0,4.0,6.339850002884625,0.5,3.1699250014423126,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,3,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.ByteSource",release-1.5.3,151,52,15,3,7,27,26,107,34.0,133.0,676.6325578862952,13.87037037037037,9385.144182533984,2,0,1,1,0,0,2,0.0132,0,3,0,3,0,2,0,0,0,133,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.java/,"org.apache.avro.file.SnappyCodec",release-1.5.3,57,28,9,3,4,30,8,91,34.0,99.0,503.65882128378365,6.066666666666666,3055.5301824549542,1,0,0,1,0,0,1,0.0175,0,1,0,1,0,1,0,0,0,51,0,2,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData",release-1.5.3,633,300,136,54,13,162,72,653,175.0,725.0,5402.128056078439,26.200617283950614,141539.08971620328,12,1,1,1,1,10,14,0.0221,0,7,0,6,0,2,0,0,0,159,10,4,yes,yes
avro,/lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java/,"org.apache.avro.mapred.tether.TetherKeySerialization.TetherDataDeserializer",release-1.5.3,17,9,4,1,2,10,3,17,12.0,20.0,71.69925001442313,1.7,121.88872502451932,1,0,0,1,0,1,2,0.1176,0,3,0,3,0,2,0,0,0,9,1,4,no,no
avro,/lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.EntryIterator",release-1.5.3,25,8,4,0,2,8,2,10,10.0,12.0,39.863137138648355,1.25,49.82892142331045,0,0,0,1,0,0,1,0.0400,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java/,"org.apache.avro.tool.SpecificCompilerTool.FileExtensionFilter",release-1.5.3,12,4,2,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,74,6,80,80,0,1,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/io/DecoderFactory.java/,"org.apache.avro.io.DecoderFactory",release-1.5.3,282,53,22,6,7,25,21,85,32.0,106.0,530.0,11.9,6307.0,1,0,1,1,1,1,4,0.0142,0,4,0,4,0,2,0,0,0,280,1,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/file/CodecFactory.java/,"org.apache.avro.file.CodecFactory",release-1.5.3,56,21,9,1,2,23,2,28,25.0,30.0,139.31568569324173,1.2173913043478262,169.60170432220733,1,0,0,1,0,0,1,0.0179,0,3,0,2,0,2,0,0,0,12,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/AvroTypeException.java/,"org.apache.avro.AvroTypeException",release-1.5.3,6,4,2,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,0,1,0,1,0,1,0,0,0,0,0,4,no,no
avro,/lang/java/avro/src/main/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Field",release-1.5.3,69,39,18,3,6,25,21,64,31.0,85.0,421.10668638288445,7.68,3234.0993514205525,1,0,1,1,0,3,5,0.0725,1,8,1,7,1,2,77,21,98,145,3,4,no,no
