Dataset,Classifier,Accuracy,Precision,Recall,F1,Kappa,AUC,NPofB20
avro_dataset.csv,RANDOM_FOREST,99.58835476174369,0.9952826858813701,0.8790692640692634,0.931411896760024,0.9293165598706749,0.9700813568187624,0.961753246753246
avro_dataset.csv,NAIVE_BAYES,99.06024506631373,0.99474895572264,0.7185281385281388,0.8301920714088612,0.8255620580111657,0.9565380307028565,0.914567099567099
avro_dataset.csv,K_NEAREST_NEIGHBORS,99.58064391487878,0.9920689924260391,0.8802380952380945,0.9301186975797312,0.9279879895
